NSN,Course_Code,Faculty,Academic_Year,Term,Start_Date,End_Date,EFTS,Funding_Code,Completion_Status,Delivery_Mode
1000005833,BUS101,Business & Economics,2024,FY,2024-02-17,2024-11-10,0.125,S02,In Progress,Online
1000005833,ENGI301,Science & Technology,2024,T1,2024-02-18,2024-06-16,0.25,S02,Withdrew,Online
1000005833,COMP301,Science & Technology,2024,FY,2024-02-18,2024-11-09,0.125,S02,Failed,On-campus
1000005833,ECON201,Business & Economics,2024,T2,2024-07-06,2024-11-06,0.125,S02,Passed,On-campus
1000005834,NURS101,Health Sciences,2024,T1,2024-02-23,2024-06-16,0.25,S02,Passed,Online
1000005834,TEAC401,Education,2024,T2,2024-07-05,2024-11-09,0.25,S02,In Progress,Online
1000005835,ECON201,Business & Economics,2024,FY,2024-02-23,2024-11-06,0.125,S03,In Progress,On-campus
1000005835,ENGL101,Arts & Social Sciences,2024,FY,2024-02-17,2024-11-06,0.125,S03,Failed,On-campus
1000005836,BUS101,Business & Economics,2024,FY,2024-02-17,2024-11-07,0.125,S02,Passed,Online
1000005836,EDUC301,Education,2024,FY,2024-02-23,2024-11-10,0.125,S02,Passed,On-campus
1000005836,DATA201,Science & Technology,2024,T3,2024-11-13,2024-12-22,0.125,S03,Passed,On-campus
1000005837,EDUC301,Education,2024,T1,2024-02-18,2024-06-13,0.125,S03,Passed,Blended
1000005837,ECON201,Business & Economics,2024,T1,2024-02-23,2024-06-16,0.125,S03,Passed,On-campus
1000005837,HLTH201,Health Sciences,2024,FY,2024-02-19,2024-11-11,0.125,S03,Passed,Blended
1000005838,COMP101,Science & Technology,2024,T1,2024-02-19,2024-06-11,0.125,S03,Passed,Online
1000005838,FDTN001,Foundation Studies,2024,T1,2024-02-23,2024-06-14,0.25,S02,Passed,Blended
1000005838,ENGI301,Science & Technology,2024,T1,2024-02-20,2024-06-14,0.25,S13,In Progress,On-campus
1000005839,BUS201,Business & Economics,2024,T3,2024-11-12,2024-12-22,0.125,S02,Passed,Blended
1000005839,MBA501,Business & Economics,2024,T1,2024-02-23,2024-06-13,0.25,S03,Passed,On-campus
1000005839,PSYC101,Arts & Social Sciences,2024,T1,2024-02-19,2024-06-16,0.125,S03,In Progress,On-campus
1000005839,HLTH201,Health Sciences,2024,T1,2024-02-21,2024-06-13,0.125,S09,Failed,Online
1000005840,PHAR301,Health Sciences,2024,FY,2024-02-21,2024-11-09,0.125,S03,In Progress,On-campus
1000005840,HIST201,Arts & Social Sciences,2024,T2,2024-07-08,2024-11-08,0.125,S03,In Progress,On-campus
1000005841,EDUC301,Education,2024,T1,2024-02-20,2024-06-17,0.125,S02,Withdrew,On-campus
1000005841,ENGI301,Science & Technology,2024,T1,2024-02-19,2024-06-16,0.25,S02,In Progress,On-campus
1000005842,EDUC301,Education,2024,T1,2024-02-20,2024-06-11,0.125,S03,Passed,Online
1000005842,BUS101,Business & Economics,2024,T2,2024-07-06,2024-11-11,0.125,S03,Failed,Blended
1000005843,HLTH201,Health Sciences,2024,T1,2024-02-17,2024-06-17,0.125,S03,Passed,On-campus
1000005843,COMP201,Science & Technology,2024,T2,2024-07-10,2024-11-10,0.125,S03,Passed,Blended
1000005843,ENGL101,Arts & Social Sciences,2024,T1,2024-02-23,2024-06-14,0.125,S02,Withdrew,On-campus
1000005843,ACCT101,Business & Economics,2024,FY,2024-02-22,2024-11-08,0.125,S02,In Progress,Online
1000005844,COMP201,Science & Technology,2024,T1,2024-02-23,2024-06-11,0.125,S02,Passed,On-campus
1000005844,SOCI101,Arts & Social Sciences,2024,T2,2024-07-10,2024-11-11,0.125,S02,Failed,Online
1000005844,ACCT101,Business & Economics,2024,T1,2024-02-19,2024-06-15,0.125,S03,Passed,Online
1000005845,ACCT101,Business & Economics,2024,T3,2024-11-13,2024-12-20,0.125,S03,Passed,Online
1000005845,BUS101,Business & Economics,2024,FY,2024-02-21,2024-11-07,0.125,S02,Passed,On-campus
1000005846,FDTN001,Foundation Studies,2024,T2,2024-07-06,2024-11-07,0.25,S12,Passed,Blended
1000005847,SOCI101,Arts & Social Sciences,2024,T1,2024-02-22,2024-06-14,0.125,S02,Failed,Blended
1000005848,FDTN002,Foundation Studies,2024,T1,2024-02-21,2024-06-13,0.125,S02,Passed,On-campus
1000005848,BUS301,Business & Economics,2024,T1,2024-02-18,2024-06-15,0.125,S02,Passed,On-campus
1000005849,BUS101,Business & Economics,2024,T1,2024-02-19,2024-06-16,0.125,S03,Failed,Blended
1000005849,SOCI101,Arts & Social Sciences,2024,T2,2024-07-05,2024-11-11,0.125,S02,Passed,Blended
1000005849,HIST201,Arts & Social Sciences,2024,T3,2024-11-09,2024-12-18,0.125,S03,Passed,On-campus
1000005850,SOCI101,Arts & Social Sciences,2024,T1,2024-02-17,2024-06-15,0.125,S03,Passed,Online
1000005850,EDUC301,Education,2024,FY,2024-02-17,2024-11-09,0.125,S02,In Progress,On-campus
1000005851,EDUC301,Education,2024,FY,2024-02-18,2024-11-10,0.125,S05,Passed,Blended
1000005851,NURS101,Health Sciences,2024,FY,2024-02-17,2024-11-06,0.25,S02,In Progress,Blended
1000005851,ENGI301,Science & Technology,2024,T2,2024-07-08,2024-11-07,0.25,S03,Failed,On-campus
1000005852,DATA201,Science & Technology,2024,FY,2024-02-17,2024-11-05,0.125,S03,Withdrew,On-campus
1000005852,COMP101,Science & Technology,2024,T3,2024-11-09,2024-12-21,0.125,S02,In Progress,Online
1000005852,STAT101,Science & Technology,2024,T1,2024-02-19,2024-06-15,0.125,S02,Passed,Online
1000005853,STAT101,Science & Technology,2024,T1,2024-02-17,2024-06-17,0.125,S02,In Progress,Online
1000005853,SOCI101,Arts & Social Sciences,2024,T1,2024-02-17,2024-06-15,0.125,S02,Passed,On-campus
1000005853,COMP101,Science & Technology,2024,T1,2024-02-22,2024-06-12,0.125,S02,Passed,On-campus
1000005854,DATA201,Science & Technology,2024,T1,2024-02-22,2024-06-14,0.125,S02,Passed,Online
1000005854,COMP301,Science & Technology,2024,T1,2024-02-22,2024-06-13,0.125,S02,In Progress,Online
1000005854,ENGI301,Science & Technology,2024,T2,2024-07-05,2024-11-06,0.25,S02,Withdrew,On-campus
1000005855,COMP301,Science & Technology,2024,T2,2024-07-07,2024-11-07,0.125,S03,In Progress,Blended
1000005856,ECON201,Business & Economics,2024,T2,2024-07-11,2024-11-08,0.125,S02,Passed,On-campus
1000005856,FDTN002,Foundation Studies,2024,T2,2024-07-10,2024-11-10,0.125,S12,Passed,On-campus
1000005856,MIDW101,Health Sciences,2024,T3,2024-11-09,2024-12-21,0.25,S02,Passed,Online
1000005857,STAT101,Science & Technology,2024,T2,2024-07-07,2024-11-08,0.125,S02,Withdrew,Online
1000005858,COMP301,Science & Technology,2024,FY,2024-02-21,2024-11-10,0.125,S02,Failed,On-campus
1000005858,BUS101,Business & Economics,2024,T1,2024-02-20,2024-06-13,0.125,S03,Failed,Online
1000005858,PSYC101,Arts & Social Sciences,2024,T1,2024-02-17,2024-06-11,0.125,S05,Passed,Online
1000005858,ECON201,Business & Economics,2024,T2,2024-07-09,2024-11-09,0.125,S02,In Progress,Blended
1000005859,MBA501,Business & Economics,2024,T2,2024-07-06,2024-11-06,0.25,S13,Passed,Online
1000005859,STAT101,Science & Technology,2024,T1,2024-02-22,2024-06-15,0.125,S03,Passed,On-campus
1000005859,MIDW101,Health Sciences,2024,T2,2024-07-08,2024-11-09,0.25,S09,Withdrew,Online
1000005860,COMP201,Science & Technology,2024,FY,2024-02-17,2024-11-10,0.125,S02,Withdrew,On-campus
1000005860,ACCT101,Business & Economics,2024,T2,2024-07-06,2024-11-06,0.125,S02,Passed,Online
1000005861,COMP301,Science & Technology,2024,T2,2024-07-09,2024-11-06,0.125,S02,Passed,On-campus
1000005861,COMP201,Science & Technology,2024,FY,2024-02-18,2024-11-08,0.125,S02,Passed,Blended
1000005861,HIST201,Arts & Social Sciences,2024,T1,2024-02-23,2024-06-15,0.125,S02,Passed,On-campus
1000005862,COMP101,Science & Technology,2024,T1,2024-02-23,2024-06-14,0.125,S03,Failed,Online
1000005862,BUS101,Business & Economics,2024,T2,2024-07-10,2024-11-11,0.125,S02,Failed,On-campus
1000005863,SOCI101,Arts & Social Sciences,2024,T2,2024-07-07,2024-11-06,0.125,S03,Passed,On-campus
1000005863,ECON201,Business & Economics,2024,T1,2024-02-19,2024-06-11,0.125,S02,In Progress,Online
1000005863,EDUC101,Education,2024,T2,2024-07-10,2024-11-09,0.125,S05,Withdrew,Online
1000005864,ENGL101,Arts & Social Sciences,2024,FY,2024-02-20,2024-11-10,0.125,S03,In Progress,Online
1000005864,BUS101,Business & Economics,2024,T2,2024-07-05,2024-11-05,0.125,S02,In Progress,Blended
1000005865,ACCT101,Business & Economics,2024,T2,2024-07-11,2024-11-09,0.125,S03,Passed,On-campus
1000005865,NURS101,Health Sciences,2024,FY,2024-02-22,2024-11-08,0.25,S03,In Progress,On-campus
1000005865,TEAC401,Education,2024,T1,2024-02-22,2024-06-12,0.25,S03,In Progress,Blended
1000005866,DATA201,Science & Technology,2024,T3,2024-11-10,2024-12-17,0.125,S03,Passed,On-campus
1000005867,EDUC101,Education,2024,T2,2024-07-06,2024-11-08,0.125,S02,Withdrew,Online
1000005867,BUS201,Business & Economics,2024,FY,2024-02-21,2024-11-10,0.125,S02,Passed,On-campus
1000005868,HLTH201,Health Sciences,2024,T3,2024-11-12,2024-12-19,0.125,S03,Passed,Online
1000005869,MAOR101,Arts & Social Sciences,2024,T2,2024-07-07,2024-11-07,0.125,S02,Passed,On-campus
1000005869,FDTN001,Foundation Studies,2024,T3,2024-11-12,2024-12-19,0.25,S05,Passed,On-campus
1000005869,HLTH201,Health Sciences,2024,FY,2024-02-23,2024-11-08,0.125,S09,In Progress,Online
1000005870,EDUC101,Education,2024,T1,2024-02-22,2024-06-11,0.125,S05,Passed,On-campus
1000005870,BUS301,Business & Economics,2024,T1,2024-02-19,2024-06-15,0.125,S03,Passed,On-campus
1000005871,COMP301,Science & Technology,2024,T1,2024-02-21,2024-06-16,0.125,S02,Withdrew,Blended
1000005871,SOCI101,Arts & Social Sciences,2024,T1,2024-02-18,2024-06-11,0.125,S02,Passed,On-campus
1000005871,EDUC301,Education,2024,T1,2024-02-19,2024-06-11,0.125,S03,Passed,On-campus
1000005872,COMP301,Science & Technology,2024,T2,2024-07-10,2024-11-07,0.125,S03,Passed,On-campus
1000005872,ACCT101,Business & Economics,2024,T1,2024-02-18,2024-06-16,0.125,S02,Failed,On-campus
1000005873,COMP301,Science & Technology,2024,T1,2024-02-17,2024-06-17,0.125,S02,Passed,Blended
1000005874,EDUC101,Education,2024,T2,2024-07-05,2024-11-10,0.125,S05,Withdrew,On-campus
1000005874,ACCT101,Business & Economics,2024,T2,2024-07-08,2024-11-09,0.125,S03,Passed,On-campus
1000005874,ENGI301,Science & Technology,2024,T1,2024-02-23,2024-06-13,0.25,S02,Passed,Blended
1000005875,MIDW101,Health Sciences,2024,T2,2024-07-07,2024-11-07,0.25,S09,Failed,On-campus
1000005875,COMP201,Science & Technology,2024,T2,2024-07-06,2024-11-10,0.125,S03,Failed,Online
1000005875,HLTH201,Health Sciences,2024,T1,2024-02-20,2024-06-14,0.125,S09,Passed,On-campus
1000005875,COMP301,Science & Technology,2024,T1,2024-02-22,2024-06-14,0.125,S02,Passed,On-campus
1000005876,BUS201,Business & Economics,2024,T1,2024-02-17,2024-06-17,0.125,S02,In Progress,On-campus
1000005876,ECON201,Business & Economics,2024,T1,2024-02-21,2024-06-15,0.125,S03,Passed,Online
1000005876,HIST201,Arts & Social Sciences,2024,FY,2024-02-23,2024-11-10,0.125,S02,Passed,Online
1000005876,EDUC101,Education,2024,T2,2024-07-09,2024-11-06,0.125,S03,Withdrew,Blended
1000005877,EDUC301,Education,2024,T1,2024-02-19,2024-06-12,0.125,S02,Passed,Blended
1000005878,ENGL101,Arts & Social Sciences,2024,T3,2024-11-12,2024-12-19,0.125,S03,In Progress,On-campus
1000005878,BUS101,Business & Economics,2024,T2,2024-07-10,2024-11-05,0.125,S03,Passed,On-campus
1000005879,NURS101,Health Sciences,2024,FY,2024-02-21,2024-11-09,0.25,S03,Passed,On-campus
1000005879,ENGI301,Science & Technology,2024,T1,2024-02-19,2024-06-13,0.25,S03,Passed,Online
1000005879,BUS201,Business & Economics,2024,T1,2024-02-17,2024-06-12,0.125,S03,Passed,On-campus
1000005880,FDTN001,Foundation Studies,2024,T2,2024-07-08,2024-11-10,0.25,S05,In Progress,On-campus
1000005880,EDUC301,Education,2024,T2,2024-07-06,2024-11-06,0.125,S02,Passed,Online
1000005880,HIST201,Arts & Social Sciences,2024,T1,2024-02-22,2024-06-14,0.125,S02,In Progress,On-campus
1000005880,ENGL101,Arts & Social Sciences,2024,T2,2024-07-05,2024-11-07,0.125,S03,Withdrew,On-campus
1000005881,ENGL101,Arts & Social Sciences,2024,T1,2024-02-22,2024-06-11,0.125,S02,Passed,Online
1000005881,COMP301,Science & Technology,2024,T2,2024-07-09,2024-11-10,0.125,S03,Passed,Online
1000005882,EDUC301,Education,2024,T1,2024-02-23,2024-06-14,0.125,S02,Passed,Online
1000005882,EDUC101,Education,2024,T1,2024-02-17,2024-06-14,0.125,S05,Passed,On-campus
1000005882,TEAC401,Education,2024,FY,2024-02-17,2024-11-07,0.25,S02,Passed,Online
1000005883,EDUC101,Education,2024,T1,2024-02-23,2024-06-11,0.125,S03,Withdrew,Blended
1000005883,BUS301,Business & Economics,2024,T2,2024-07-09,2024-11-11,0.125,S03,Passed,On-campus
1000005884,MBA501,Business & Economics,2024,T2,2024-07-05,2024-11-07,0.25,S13,Passed,On-campus
1000005884,COMP301,Science & Technology,2024,T2,2024-07-05,2024-11-11,0.125,S02,Passed,On-campus
1000005884,ECON201,Business & Economics,2024,T2,2024-07-05,2024-11-10,0.125,S03,Passed,Online
1000005885,PHAR301,Health Sciences,2024,T2,2024-07-10,2024-11-10,0.125,S02,Passed,Online
1000005886,COMP201,Science & Technology,2024,T3,2024-11-10,2024-12-23,0.125,S02,Passed,Blended
1000005887,MIDW101,Health Sciences,2024,T1,2024-02-20,2024-06-13,0.25,S09,Passed,On-campus
1000005887,EDUC301,Education,2024,T2,2024-07-05,2024-11-08,0.125,S05,Passed,On-campus
1000005887,BUS101,Business & Economics,2024,T2,2024-07-09,2024-11-11,0.125,S02,Failed,Blended
1000005888,COMP201,Science & Technology,2024,FY,2024-02-21,2024-11-05,0.125,S02,Passed,On-campus
1000005888,COMP301,Science & Technology,2024,T2,2024-07-09,2024-11-06,0.125,S03,Withdrew,Online
1000005888,DATA201,Science & Technology,2024,T2,2024-07-08,2024-11-08,0.125,S02,Passed,On-campus
1000005888,BUS301,Business & Economics,2024,FY,2024-02-22,2024-11-05,0.125,S02,In Progress,On-campus
1000005889,ECON201,Business & Economics,2024,T2,2024-07-11,2024-11-09,0.125,S02,In Progress,Online
1000005889,PSYC101,Arts & Social Sciences,2024,T1,2024-02-20,2024-06-14,0.125,S02,Passed,On-campus
1000005889,ENGL101,Arts & Social Sciences,2024,T2,2024-07-05,2024-11-06,0.125,S03,In Progress,Online
1000005889,COMP101,Science & Technology,2024,T2,2024-07-10,2024-11-10,0.125,S02,Passed,On-campus
1000005890,BUS201,Business & Economics,2024,T1,2024-02-22,2024-06-16,0.125,S03,In Progress,On-campus
1000005890,BUS101,Business & Economics,2024,T1,2024-02-23,2024-06-14,0.125,S02,Failed,Blended
1000005890,ECON201,Business & Economics,2024,FY,2024-02-21,2024-11-11,0.125,S02,Failed,On-campus
1000005891,TEAC401,Education,2024,T1,2024-02-20,2024-06-13,0.25,S03,In Progress,Blended
1000005891,SOCI101,Arts & Social Sciences,2024,T1,2024-02-19,2024-06-15,0.125,S02,Passed,On-campus
1000005891,NURS101,Health Sciences,2024,T1,2024-02-22,2024-06-14,0.25,S02,Withdrew,Blended
1000005891,BUS201,Business & Economics,2024,T1,2024-02-22,2024-06-11,0.125,S03,Passed,On-campus
1000005892,MBA501,Business & Economics,2024,T2,2024-07-08,2024-11-07,0.25,S02,Passed,On-campus
1000005892,PHAR301,Health Sciences,2024,T2,2024-07-06,2024-11-09,0.125,S02,In Progress,Online
1000005893,MBA501,Business & Economics,2024,T1,2024-02-22,2024-06-13,0.25,S13,Passed,On-campus
1000005893,FDTN001,Foundation Studies,2024,T3,2024-11-08,2024-12-21,0.25,S02,Passed,Online
1000005893,HLTH201,Health Sciences,2024,FY,2024-02-22,2024-11-11,0.125,S03,Passed,Blended
1000005894,EDUC301,Education,2024,T2,2024-07-05,2024-11-10,0.125,S05,In Progress,On-campus
1000005894,MIDW101,Health Sciences,2024,T1,2024-02-21,2024-06-15,0.25,S02,Passed,Blended
1000005895,ENGI301,Science & Technology,2024,T1,2024-02-22,2024-06-11,0.25,S13,Passed,On-campus
1000005895,HLTH201,Health Sciences,2024,T1,2024-02-19,2024-06-12,0.125,S09,Passed,Online
1000005895,DATA201,Science & Technology,2024,T3,2024-11-11,2024-12-20,0.125,S02,Passed,On-campus
1000005895,COMP101,Science & Technology,2024,T1,2024-02-21,2024-06-16,0.125,S03,In Progress,On-campus
1000005896,MBA501,Business & Economics,2024,FY,2024-02-23,2024-11-09,0.25,S03,In Progress,On-campus
1000005896,PHAR301,Health Sciences,2024,T1,2024-02-21,2024-06-14,0.125,S03,Withdrew,On-campus
1000005896,ENGL101,Arts & Social Sciences,2024,T1,2024-02-19,2024-06-13,0.125,S03,Passed,Online
1000005897,HLTH201,Health Sciences,2024,T1,2024-02-19,2024-06-16,0.125,S02,Passed,On-campus
1000005898,EDUC101,Education,2024,T2,2024-07-06,2024-11-05,0.125,S02,In Progress,Online
1000005898,TEAC401,Education,2024,T1,2024-02-23,2024-06-11,0.25,S05,Failed,On-campus
1000005899,ENGI301,Science & Technology,2024,T2,2024-07-06,2024-11-06,0.25,S13,Passed,Blended
1000005899,MBA501,Business & Economics,2024,T1,2024-02-19,2024-06-14,0.25,S02,Passed,Blended
1000005899,HLTH201,Health Sciences,2024,T1,2024-02-18,2024-06-16,0.125,S09,Withdrew,On-campus
1000005899,EDUC101,Education,2024,T1,2024-02-18,2024-06-14,0.125,S02,Passed,On-campus
1000005900,MIDW101,Health Sciences,2024,FY,2024-02-19,2024-11-10,0.25,S09,Passed,On-campus
1000005900,EDUC301,Education,2024,FY,2024-02-22,2024-11-11,0.125,S02,Passed,Blended
1000005901,HLTH201,Health Sciences,2024,T1,2024-02-23,2024-06-14,0.125,S03,In Progress,On-campus
1000005901,FDTN001,Foundation Studies,2024,T1,2024-02-23,2024-06-17,0.25,S05,Passed,Blended
1000005901,PHAR301,Health Sciences,2024,T2,2024-07-11,2024-11-07,0.125,S02,Passed,Online
1000005902,COMP101,Science & Technology,2024,T3,2024-11-12,2024-12-19,0.125,S03,Failed,On-campus
1000005903,ACCT101,Business & Economics,2024,T1,2024-02-19,2024-06-11,0.125,S02,Passed,On-campus
1000005903,BUS201,Business & Economics,2024,T1,2024-02-20,2024-06-17,0.125,S02,Passed,Online
1000005903,PSYC101,Arts & Social Sciences,2024,T2,2024-07-10,2024-11-09,0.125,S03,Passed,On-campus
1000005904,ACCT101,Business & Economics,2024,T2,2024-07-09,2024-11-06,0.125,S05,Passed,Online
1000005904,STAT101,Science & Technology,2024,T2,2024-07-09,2024-11-11,0.125,S03,In Progress,On-campus
1000005905,MBA501,Business & Economics,2024,FY,2024-02-23,2024-11-08,0.25,S05,Passed,On-campus
1000005905,DATA201,Science & Technology,2024,T2,2024-07-08,2024-11-09,0.125,S02,Passed,On-campus
1000005905,ECON201,Business & Economics,2024,T1,2024-02-17,2024-06-12,0.125,S02,Failed,Online
1000005905,ENGL101,Arts & Social Sciences,2024,FY,2024-02-22,2024-11-10,0.125,S02,Passed,Online
1000005906,MBA501,Business & Economics,2024,T2,2024-07-10,2024-11-09,0.25,S02,Withdrew,Online
1000005906,EDUC301,Education,2024,FY,2024-02-21,2024-11-05,0.125,S03,Passed,Online
1000005906,TEAC401,Education,2024,T2,2024-07-07,2024-11-07,0.25,S05,Passed,On-campus
1000005906,BUS201,Business & Economics,2024,T2,2024-07-10,2024-11-08,0.125,S03,In Progress,Online
1000005907,HIST201,Arts & Social Sciences,2024,T1,2024-02-19,2024-06-12,0.125,S03,In Progress,Blended
1000005907,NURS101,Health Sciences,2024,T1,2024-02-19,2024-06-13,0.25,S09,Passed,On-campus
1000005908,HIST201,Arts & Social Sciences,2024,T1,2024-02-23,2024-06-16,0.125,S02,Passed,On-campus
1000005909,ENGL101,Arts & Social Sciences,2024,T1,2024-02-21,2024-06-11,0.125,S03,In Progress,On-campus
1000005909,BUS201,Business & Economics,2024,T2,2024-07-07,2024-11-05,0.125,S03,Withdrew,On-campus
1000005910,ENGI301,Science & Technology,2024,T1,2024-02-21,2024-06-17,0.25,S13,Passed,Online
1000005910,COMP301,Science & Technology,2024,T1,2024-02-21,2024-06-16,0.125,S02,Passed,Blended
1000005910,MBA501,Business & Economics,2024,T2,2024-07-07,2024-11-07,0.25,S02,Passed,On-campus
1000005911,COMP301,Science & Technology,2024,T3,2024-11-14,2024-12-19,0.125,S03,Passed,On-campus
1000005911,MBA501,Business & Economics,2024,FY,2024-02-23,2024-11-06,0.25,S13,Withdrew,On-campus
1000005911,EDUC301,Education,2024,T1,2024-02-17,2024-06-11,0.125,S02,Passed,On-campus
1000005911,MAOR101,Arts & Social Sciences,2024,T1,2024-02-21,2024-06-15,0.125,S03,Failed,Blended
1000005912,ENGL101,Arts & Social Sciences,2024,T2,2024-07-10,2024-11-08,0.125,S03,Passed,On-campus
1000005912,EDUC301,Education,2024,T1,2024-02-19,2024-06-14,0.125,S02,In Progress,Online
1000005913,SOCI101,Arts & Social Sciences,2024,T2,2024-07-05,2024-11-10,0.125,S03,Passed,Blended
1000005913,FDTN001,Foundation Studies,2024,FY,2024-02-20,2024-11-11,0.25,S05,In Progress,Online
1000005913,ACCT101,Business & Economics,2024,T3,2024-11-14,2024-12-17,0.125,S02,Passed,On-campus
1000005914,BUS301,Business & Economics,2024,T1,2024-02-20,2024-06-11,0.125,S02,Passed,Online
1000005915,BUS101,Business & Economics,2024,T3,2024-11-11,2024-12-22,0.125,S02,Passed,Blended
1000005915,STAT101,Science & Technology,2024,T2,2024-07-08,2024-11-11,0.125,S03,Passed,Blended
1000005915,TEAC401,Education,2024,FY,2024-02-20,2024-11-05,0.25,S02,Passed,Blended
1000005915,COMP301,Science & Technology,2024,FY,2024-02-20,2024-11-05,0.125,S02,Passed,Blended
1000005916,ECON201,Business & Economics,2024,T2,2024-07-09,2024-11-11,0.125,S02,In Progress,On-campus
1000005916,HLTH201,Health Sciences,2024,T1,2024-02-19,2024-06-11,0.125,S09,Passed,On-campus
1000005916,MAOR101,Arts & Social Sciences,2024,T2,2024-07-08,2024-11-07,0.125,S03,In Progress,On-campus
1000005916,ACCT101,Business & Economics,2024,T1,2024-02-19,2024-06-13,0.125,S03,Passed,On-campus
1000005917,NURS101,Health Sciences,2024,T1,2024-02-23,2024-06-17,0.25,S09,Passed,Blended
1000005917,EDUC101,Education,2024,T1,2024-02-19,2024-06-17,0.125,S05,Withdrew,On-campus
1000005918,FDTN002,Foundation Studies,2024,T3,2024-11-14,2024-12-21,0.125,S05,In Progress,Blended
1000005918,STAT101,Science & Technology,2024,T2,2024-07-07,2024-11-10,0.125,S03,Withdrew,Online
1000005918,FDTN001,Foundation Studies,2024,T1,2024-02-18,2024-06-17,0.25,S02,Passed,Blended
1000005918,ECON201,Business & Economics,2024,T3,2024-11-12,2024-12-23,0.125,S02,Passed,Blended
1000005919,BUS101,Business & Economics,2024,T2,2024-07-05,2024-11-11,0.125,S02,Passed,Online
1000005919,COMP201,Science & Technology,2024,T2,2024-07-07,2024-11-11,0.125,S03,Passed,On-campus
1000005919,EDUC301,Education,2024,T2,2024-07-09,2024-11-08,0.125,S03,Passed,Blended
1000005920,SOCI101,Arts & Social Sciences,2024,T3,2024-11-08,2024-12-23,0.125,S03,Passed,Online
1000005920,STAT101,Science & Technology,2024,T2,2024-07-08,2024-11-05,0.125,S02,Passed,On-campus
1000005921,MAOR101,Arts & Social Sciences,2024,FY,2024-02-21,2024-11-09,0.125,S03,Withdrew,Blended
1000005922,NURS101,Health Sciences,2024,T1,2024-02-20,2024-06-17,0.25,S02,Passed,Blended
1000005922,BUS101,Business & Economics,2024,T2,2024-07-08,2024-11-05,0.125,S02,In Progress,Online
1000005922,ACCT101,Business & Economics,2024,FY,2024-02-23,2024-11-09,0.125,S05,In Progress,On-campus
1000005923,ENGI301,Science & Technology,2024,T1,2024-02-19,2024-06-15,0.25,S02,In Progress,On-campus
1000005923,DATA201,Science & Technology,2024,T2,2024-07-09,2024-11-08,0.125,S02,Withdrew,Online
1000005923,ENGL101,Arts & Social Sciences,2024,T2,2024-07-07,2024-11-07,0.125,S02,Passed,On-campus
1000005923,PSYC101,Arts & Social Sciences,2024,T2,2024-07-10,2024-11-08,0.125,S02,Passed,On-campus
1000005924,COMP101,Science & Technology,2024,T2,2024-07-06,2024-11-10,0.125,S02,Withdrew,Online
1000005924,BUS101,Business & Economics,2024,T3,2024-11-13,2024-12-22,0.125,S02,Withdrew,On-campus
1000005924,NURS101,Health Sciences,2024,T2,2024-07-05,2024-11-10,0.25,S03,Passed,On-campus
1000005924,EDUC301,Education,2024,T2,2024-07-08,2024-11-05,0.125,S02,Withdrew,On-campus
1000005925,ACCT101,Business & Economics,2024,T2,2024-07-10,2024-11-06,0.125,S03,Passed,On-campus
1000005925,BUS301,Business & Economics,2024,T1,2024-02-17,2024-06-12,0.125,S03,Passed,On-campus
1000005926,COMP101,Science & Technology,2024,T2,2024-07-05,2024-11-08,0.125,S02,Passed,On-campus
1000005927,BUS201,Business & Economics,2024,T2,2024-07-09,2024-11-05,0.125,S03,In Progress,On-campus
1000005927,NURS101,Health Sciences,2024,T2,2024-07-06,2024-11-06,0.25,S03,In Progress,Blended
1000005927,MAOR101,Arts & Social Sciences,2024,T2,2024-07-05,2024-11-05,0.125,S05,Failed,Online
1000005927,ENGL101,Arts & Social Sciences,2024,T1,2024-02-21,2024-06-11,0.125,S03,Passed,On-campus
1000005928,BUS101,Business & Economics,2024,T1,2024-02-22,2024-06-15,0.125,S02,Failed,On-campus
1000005929,MBA501,Business & Economics,2024,T2,2024-07-06,2024-11-07,0.25,S03,Passed,On-campus
1000005930,BUS101,Business & Economics,2024,T2,2024-07-06,2024-11-07,0.125,S03,Passed,On-campus
1000005930,ENGL101,Arts & Social Sciences,2024,T1,2024-02-21,2024-06-11,0.125,S02,Passed,On-campus
1000005931,COMP301,Science & Technology,2024,T2,2024-07-08,2024-11-09,0.125,S02,Withdrew,On-campus
1000005931,BUS301,Business & Economics,2024,FY,2024-02-22,2024-11-06,0.125,S03,Passed,Online
1000005932,MAOR101,Arts & Social Sciences,2024,T3,2024-11-08,2024-12-18,0.125,S02,Passed,Blended
1000005932,DATA201,Science & Technology,2024,T2,2024-07-06,2024-11-08,0.125,S02,Passed,On-campus
1000005933,STAT101,Science & Technology,2024,FY,2024-02-19,2024-11-07,0.125,S03,Failed,On-campus
1000005933,DATA201,Science & Technology,2024,T3,2024-11-08,2024-12-22,0.125,S03,In Progress,On-campus
1000005933,ECON201,Business & Economics,2024,T2,2024-07-05,2024-11-07,0.125,S03,Failed,On-campus
1000005934,BUS101,Business & Economics,2024,T1,2024-02-19,2024-06-17,0.125,S02,Passed,Online
1000005934,BUS301,Business & Economics,2024,T2,2024-07-11,2024-11-07,0.125,S03,Failed,On-campus
1000005935,EDUC301,Education,2024,T1,2024-02-22,2024-06-17,0.125,S03,Passed,On-campus
1000005935,MBA501,Business & Economics,2024,T2,2024-07-07,2024-11-05,0.25,S03,In Progress,Blended
